asin,product_title,category,sub_category,date,units_sold,selling_price,unit_cost,fba_fees,revenue,profit_margin_pct,bsr_rank,stock_level
B09L1QFQV1,NaturaCare Naturals Almond Scrub 40 g | Almond Face Scrub – Exfoliating & Nourishing – Natural Glow,skin glow and tan,Facial Scrubs & Polishes,2026-02-12,2,335.65,0.00,0.00,671.30,100.00,0,0
B09RSGYCC2,"NaturaCare Naturals Forehead Gel, 50gm | Soothing & Hydrating Gel for Smooth Skin | Reduces Fine Lines & Wrinkles | Anti-Aging Formula| Refreshing & Non-Greasy| Suitable for All Skin Types|",Hair Care,Forehead Gel,2026-02-12,2,538.44,0.00,0.00,1076.89,100.00,0,0
B0BK52C49W,"NaturaCare Red Sandal Exfoliate Scrubbing Face Wash-100ml with Micronized Nano-Particles,Red sandal extract,Hydroxyethyl Cellulose,Rose oil,Grape fruit oil,Lavender oil,Coco glucoside ||Natural Scrub for All Skin Types||",Face Wash,Red Sandal Exfoliate Face Wash,2026-02-12,1,472.65,0.00,0.00,472.65,100.00,0,0
B0BL73PT5W,"NaturaCare Natural Anti-Acne Face Wash-100ml with Thulasi Extract, Sandal Oil, Neem Extract, Coco Glucoside ||Cleanses & Exfoliates for Clear & Refreshed Skin - All Skin Types ||",Face Wash,Anti-Acne Face Wash,2026-02-12,1,404.15,0.00,0.00,404.15,100.00,0,0
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-02-12,7,267.15,0.00,0.00,1602.90,100.00,0,0
B0BM4FC2DV,"NaturaCare Strawberry lip balm- 6g, Strawberry Lip Balm - Hydrates & Repairs Dry Lips with Key Ingredients",Lip Care,Strawberry Lip Balm,2026-02-12,1,267.15,0.00,0.00,267.15,100.00,0,0
B0BM4L2LFS,"NaturaCare Natural Cranberry juicy lip balm-20g, Hydrating, Nourishing & Deliciously Sweet",Lip Care,Cranberry Juicy Lip Balm,2026-02-12,2,383.60,0.00,0.00,767.20,100.00,0,0
B0BN98K2RV,"NaturaCare Natural Goat Milk Charcoal Soap-100 g with Goat Milk, Coconut Oil, Castor Oil, Charcoal Extracts || All-Natural Cleansing Bar for Soft, Smooth Skin||",Goat Milk Soap,Goat Milk Charcoal Soap,2026-02-12,1,239.75,0.00,0.00,239.75,100.00,0,0
B0BNBG9QDL,NaturaCare Natural Saffron Goat Milk Soap -100g ||Pure Luxury : Nourish Your Skin with Saffron-Infused Goat Milk Soap||,Goat Milk Soap,Saffron Goat Milk Soap,2026-02-12,2,239.75,0.00,0.00,479.50,100.00,0,0
B0BT7WG7WP,"NaturaCare Natural Sunscreen Spf 50-50G With Aqua, Avocado Oil, Glycerin, Triethanolamine, Edta, Cetyl, Titanium Dioxide, Zinc Oxide|Maximum Protection With Natural Ingredients|For All Skin Types",Body Lotion,Sunscreen Spf 50,2026-02-12,1,546.63,0.00,0.00,546.63,100.00,0,0
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-02-12,107,708.23,0.00,0.00,61615.75,100.00,0,0
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-02-12,11,370.81,0.00,0.00,3337.32,100.00,0,0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-02-12,12,609.65,0.00,0.00,6096.50,100.00,0,0
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-02-12,42,475.27,0.00,0.00,16159.15,100.00,0,0
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-02-12,2,548.00,0.00,0.00,1096.00,100.00,0,0
B0DSJJXMSR,NATURACARE NATURALS DeTan Serum| Brightening & Tan Removal Serum with Natural Extracts | Reduces Dark Spots & Uneven Skin Tone | Lightweight & Non-Greasy Formula,skin glow and tan,Detan Serum,2026-02-12,1,642.53,0.00,0.00,642.53,100.00,0,0
B0DSJP1TZ8,"NaturaCare All NATURALS Milky Glow Niacinamide Sunscreen Drops SPF 50 | Lightweight, Hydrating, & Non-Greasy | Broad-Spectrum UVA/UV",skin glow and tan,Sunscreen Drops,2026-02-12,1,683.63,0.00,0.00,683.63,100.00,0,0
B0DSJR3CRB,"NATURACARE NATURALS Hydra boost Gel Moisturizer | Lightweight, Oil-Free, Fast-Absorbing Hydration for Smooth & Supple Skin | With Hyaluronic Acid | Suitable for All Skin Types",skin glow and tan,Hydra Boost Gel Moisturizer,2026-02-12,1,683.63,0.00,0.00,683.63,100.00,0,0
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-02-12,10,576.68,0.00,0.00,4613.48,100.00,0,0
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-02-12,5,541.15,0.00,0.00,2164.60,100.00,0,0
B0F6MZ1NRQ,"NaturaCare Anti-Dandruff Shampoo, 100m| Effective Scalp Treatment | Controls Flakes & Itch| Nourishing Formula for Healthy Hair",Hair Shampoos,Anti Dandruff Shampoo,2026-02-12,1,404.15,68.50,0.00,404.15,83.05,0,0
B0F6N5XPBS,"NaturaCare Naturals Premium Herbal Shampoo | Volumizing, Nourishing & Anti Hair Fall | Paraben & Sulphate Free for All Hair Types | Natural Growth & Scalp Strength | 200 ml",Hair Shampoos,Herbal Shampoo,2026-02-12,5,393.88,0.00,0.00,1575.50,100.00,0,0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-02-12,21,616.50,0.00,0.00,10480.50,100.00,0,0
B0G44HZFHD,"NaturaCare Naturals Advanced Hair Growth Serum 30 ml with Redensyl 3%, Anagain 4%, Baicapil 2% & Caffeine – Plant Based Serum to Stimulate Hair Regrowth, Support Hair Density & Scalp Care for Men & Women",Hair Care,Redensyl Hair Growth Serum,2026-02-12,2,1096.00,0.00,0.00,2192.00,100.00,0,0
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-02-12,5,609.65,0.00,0.00,2438.60,100.00,0,0
B0GDQPQ8VK,NaturaCare Naturals Paruthi Paal Powder 250g | Traditional Cotton Seed Health Mix | Natural Energy Drink Mix,Milk Mixtures,Paruthi Paal Powder,2026-02-12,1,548.00,0.00,0.00,548.00,100.00,0,0
B0GDQW22JN,NaturaCare Naturals Choco Malt 250g | Multi Grain Instant Health Drink Mix with Natural Cocoa | Energy & Nutrition Booster,Milk Mixtures,Choco Malt,2026-02-12,1,548.00,0.00,0.00,548.00,100.00,0,0
B0BK514DD7,"NaturaCare Naturals Red Sandal skin flow Gel-50g Formulated with Aloe Vera, Red sandal, Jojoba oil, Vitamin E and Vitamin B3 || Revitalize Your Skin - A Gentle and Nourishing Face Care Solution||",Face care,Skin Flow Gel,2026-02-13,1,472.65,0.00,21.67,472.65,,0,0
B0BK52C49W,"NaturaCare Red Sandal Exfoliate Scrubbing Face Wash-100ml with Micronized Nano-Particles,Red sandal extract,Hydroxyethyl Cellulose,Rose oil,Grape fruit oil,Lavender oil,Coco glucoside ||Natural Scrub for All Skin Types||",Face Wash,Red Sandal Exfoliate Face Wash,2026-02-13,2,472.65,0.00,13.34,945.30,,0,0
B0BKLRNDD2,"NaturaCare Keratin Enriched Onion Hair Conditioner - 110ml with Bhringraj Extracts,Onion Extracts,Olive oil,Rice water ||Revitalize Dull Hair for Silky, Smooth Locks||",Hair Shampoos,Conditioners,2026-02-13,1,409.63,0.00,17.25,409.63,,0,0
B0BKZW578S,NaturaCare Natural Red Sandal Shine & Glow Face Pack-50g Natural & Pure Formula|,skin glow and tan,Face Pack,2026-02-13,1,404.15,0.00,9.70,404.15,,0,0
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-02-13,10,260.30,0.00,8.29,2082.40,,0,0
B0BN98K2RV,"NaturaCare Natural Goat Milk Charcoal Soap-100 g with Goat Milk, Coconut Oil, Castor Oil, Charcoal Extracts || All-Natural Cleansing Bar for Soft, Smooth Skin||",Goat Milk Soap,Goat Milk Charcoal Soap,2026-02-13,1,239.75,0.00,6.71,239.75,,0,0
B0BNBG9QDL,NaturaCare Natural Saffron Goat Milk Soap -100g ||Pure Luxury : Nourish Your Skin with Saffron-Infused Goat Milk Soap||,Goat Milk Soap,Saffron Goat Milk Soap,2026-02-13,5,239.75,0.00,8.85,959.00,,0,0
B0BT7RLV9R,"NaturaCare Natural Baby Lotion-100g with Aqua, Cocoa Butter, Shea butter, Almond Oil, Coconut Oil, Avocado oil, Aloe vera extract, Papaya Extract ||Gentle and Nourishing for Delicate Skin||",Baby care,Baby Lotions,2026-02-13,1,479.50,0.00,17.78,479.50,,0,0
B0BTLXHXT8,NaturaCare Naturals Goat Milk Redwine Soap Bar-100g ||Pamper Your Skin with Antioxidant Rich Cleansing||,Goat Milk Soap,Goat Milk Redwine,2026-02-13,6,239.75,0.00,9.70,1198.75,,0,0
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-02-13,102,700.27,0.00,45.76,58122.25,,0,0
B0CKBKJC3D,"NaturaCare NAturals Goat Milk Shampoo | Nourishing & Moisturizing Shampoo for Soft, Shiny Hair | Enriched with Natural Proteins & Vitamins | Suitable for All Hair Types""",Hair Shampoos,Goat Milk Shampoo,2026-02-13,1,472.65,0.00,21.02,472.65,,0,0
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-02-13,9,383.60,0.00,8.11,2685.20,,0,0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-02-13,7,589.10,0.00,22.19,3534.60,,0,0
B0CV17GF6N,NaturaCare Naturals Vitamin C day cream | SPF 30 | Suitable for All Skin Types,Face care,Face Creams,2026-02-13,1,479.50,0.00,17.78,479.50,,0,0
B0CV191CD6,"NaturaCare Naturals Vitamin C Glow Serum|| Softening, Hydrating, Brightens & Evens Skin Tone |",Hair Care,Vitamin C Glow Serum,2026-02-13,1,616.50,0.00,21.74,616.50,,0,0
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-02-13,42,472.45,0.00,14.10,16063.25,,0,0
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-02-13,11,541.91,0.00,15.32,4877.20,,0,0
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-02-13,5,599.72,0.00,22.54,2398.87,,0,0
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-02-13,1,541.15,0.00,14.74,541.15,,0,0
B0F6MZ1NRQ,"NaturaCare Anti-Dandruff Shampoo, 100m| Effective Scalp Treatment | Controls Flakes & Itch| Nourishing Formula for Healthy Hair",Hair Shampoos,Anti Dandruff Shampoo,2026-02-13,1,404.15,68.50,6.34,404.15,,0,0
B0F6N5XPBS,"NaturaCare Naturals Premium Herbal Shampoo | Volumizing, Nourishing & Anti Hair Fall | Paraben & Sulphate Free for All Hair Types | Natural Growth & Scalp Strength | 200 ml",Hair Shampoos,Herbal Shampoo,2026-02-13,2,404.15,0.00,10.28,808.30,,0,0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-02-13,26,616.50,0.00,27.11,12946.50,,0,0
B0G44HZFHD,"NaturaCare Naturals Advanced Hair Growth Serum 30 ml with Redensyl 3%, Anagain 4%, Baicapil 2% & Caffeine – Plant Based Serum to Stimulate Hair Regrowth, Support Hair Density & Scalp Care for Men & Women",Hair Care,Redensyl Hair Growth Serum,2026-02-13,1,1096.00,0.00,61.17,1096.00,,0,0
B09L1QFQV1,NaturaCare Naturals Almond Scrub 40 g | Almond Face Scrub – Exfoliating & Nourishing – Natural Glow,skin glow and tan,Facial Scrubs & Polishes,2026-02-14,1,335.65,0.00,0.00,335.65,100.00,0,0
B09RSGYCC2,"NaturaCare Naturals Forehead Gel, 50gm | Soothing & Hydrating Gel for Smooth Skin | Reduces Fine Lines & Wrinkles | Anti-Aging Formula| Refreshing & Non-Greasy| Suitable for All Skin Types|",Hair Care,Forehead Gel,2026-02-14,1,541.15,0.00,0.00,541.15,100.00,0,0
B0BJ13ZN6B,NaturaCare Biotin enriched onion hair oil-200ml || Revitalize & Strengthen Your Hair 100% Natural Solution Healthy Hair Growth and Strength - Infused with Coconut Oil and Castor Oil for Nourishment and Shine ||,Hair Care,Biotin Enriched Onion Hair Oil,2026-02-14,1,678.15,0.00,0.00,678.15,100.00,0,0
B0BL73PT5W,"NaturaCare Natural Anti-Acne Face Wash-100ml with Thulasi Extract, Sandal Oil, Neem Extract, Coco Glucoside ||Cleanses & Exfoliates for Clear & Refreshed Skin - All Skin Types ||",Face Wash,Anti-Acne Face Wash,2026-02-14,1,404.15,0.00,0.00,404.15,100.00,0,0
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-02-14,4,267.15,0.00,0.00,801.45,100.00,0,0
B0BM4FZ8RM,"NaturaCare Aloe Vera Gel | Vitamin E, C and other minerals in Aloe vera keeps the skin moisturized 100g",skin glow and tan,Aloe Vera Gel,2026-02-14,1,479.50,0.00,0.00,479.50,100.00,0,0
B0BNBLMNDJ,"NaturaCare Rice Goat Milk Soap-100g Extra virgin olive oil, Farm fresh goat milk, Coconut oil ||100% Natural Ingredients for Radiant Skin ||",Goat Milk Soap,Goat Milk Soap,2026-02-14,1,239.75,0.00,0.00,239.75,100.00,0,0
B0BT7WG7WP,"NaturaCare Natural Sunscreen Spf 50-50G With Aqua, Avocado Oil, Glycerin, Triethanolamine, Edta, Cetyl, Titanium Dioxide, Zinc Oxide|Maximum Protection With Natural Ingredients|For All Skin Types",Body Lotion,Sunscreen Spf 50,2026-02-14,1,546.63,0.00,0.00,546.63,100.00,0,0
B0BTPLBWBQ,NaturaCare Natural Saffron Moisturizing Cream All Natural Nourishment|-50g,skin glow and tan,Moisturizers,2026-02-14,1,479.50,0.00,0.00,479.50,100.00,0,0
B0BX7BDTFB,"NaturaCare Natural Anti -Pigment gel-50g & Anti -Pigment scurb-50g with Alovera ext, Papaya ext, Vitamin C||Brighten Skin, Reduce Dark Spots & Discoloration||",Face gel,Facial Scrubs & Polishes,2026-02-14,1,883.65,0.00,0.00,883.65,100.00,0,0
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-02-14,84,702.63,0.00,0.00,47778.75,100.00,0,0
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-02-14,10,374.01,0.00,0.00,2992.08,100.00,0,0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-02-14,9,609.65,0.00,0.00,4267.55,100.00,0,0
B0CV191CD6,"NaturaCare Naturals Vitamin C Glow Serum|| Softening, Hydrating, Brightens & Evens Skin Tone |",Hair Care,Vitamin C Glow Serum,2026-02-14,1,616.50,0.00,0.00,616.50,100.00,0,0
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-02-14,46,476.91,0.00,0.00,17645.60,100.00,0,0
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-02-14,7,529.73,0.00,0.00,3178.40,100.00,0,0
B0DSJQKV8T,"NATURACARE NATURALS Kids Sunscreen Lotion SPF 30 + | Gentle & Water-Resistant Sun Protection for Sensitive Skin | Broad Spectrum UVA/UVB Protection | Hypoallergenic & Dermatologist-Tested""",Baby care,Kids Suncream Lotion,2026-02-14,1,615.13,0.00,0.00,615.13,100.00,0,0
B0DSJR3CRB,"NATURACARE NATURALS Hydra boost Gel Moisturizer | Lightweight, Oil-Free, Fast-Absorbing Hydration for Smooth & Supple Skin | With Hyaluronic Acid | Suitable for All Skin Types",skin glow and tan,Hydra Boost Gel Moisturizer,2026-02-14,1,683.63,0.00,0.00,683.63,100.00,0,0
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-02-14,4,615.13,0.00,0.00,1845.39,100.00,0,0
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-02-14,4,541.15,0.00,0.00,1623.45,100.00,0,0
B0F6MZ1NRQ,"NaturaCare Anti-Dandruff Shampoo, 100m| Effective Scalp Treatment | Controls Flakes & Itch| Nourishing Formula for Healthy Hair",Hair Shampoos,Anti Dandruff Shampoo,2026-02-14,1,363.05,68.50,0.00,363.05,81.13,0,0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-02-14,22,616.50,0.00,0.00,11097.00,100.00,0,0
B0G48HK3WQ,"NaturaCare Naturals Banana Organic Shampoo Powder | Herbal, Chemical-Free| Gentle Cleanser for Healthy, Strong Hair 200gm",Body care,Banana Organic Shampoo Powder,2026-02-14,1,609.65,0.00,0.00,609.65,100.00,0,0
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-02-14,4,609.65,0.00,0.00,1828.95,100.00,0,0
B0GDQPQ8VK,NaturaCare Naturals Paruthi Paal Powder 250g | Traditional Cotton Seed Health Mix | Natural Energy Drink Mix,Milk Mixtures,Paruthi Paal Powder,2026-02-14,1,548.00,0.00,0.00,548.00,100.00,0,0
B09RSGYCC2,"NaturaCare Naturals Forehead Gel, 50gm | Soothing & Hydrating Gel for Smooth Skin | Reduces Fine Lines & Wrinkles | Anti-Aging Formula| Refreshing & Non-Greasy| Suitable for All Skin Types|",Hair Care,Forehead Gel,2026-02-15,4,522.88,0.00,18.96,1568.65,,0,0
B0BK5186GV,NaturaCare Coffee Face Wash Radiant Complexion Coffee Face Wash with Organic Extract & Nourishing Ingredients100ml,Face Wash,Coffeeface Wash,2026-02-15,1,404.15,0.00,9.54,404.15,,0,0
B0BL44DWR8,"NaturaCare Keratin Enriched Onion Shampoo-200ml with Aloe Vera, Coconut Oil, Bhringraj Extracts ||Strengthen & Restore Hair with Nourishing Ingredients||",Hair Shampoos,Onion Shampoos,2026-02-15,1,513.75,0.00,43.17,513.75,,0,0
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-02-15,6,256.19,0.00,8.29,1280.95,,0,0
B0BM4FC2DV,"NaturaCare Strawberry lip balm- 6g, Strawberry Lip Balm - Hydrates & Repairs Dry Lips with Key Ingredients",Lip Care,Strawberry Lip Balm,2026-02-15,4,258.02,0.00,7.27,774.05,,0,0
B0BM4LM6YY,"ntcrni  Natural Litchi juicy lip balm - 20g, Litchi Juicy Lip Balm || Infused with Real Fruit Extract for Nourishing Hydration",Lip Care,Litchi Juicy Lip Balm,2026-02-15,1,404.15,0.00,7.27,404.15,,0,0
B0BNBG9QDL,NaturaCare Natural Saffron Goat Milk Soap -100g ||Pure Luxury : Nourish Your Skin with Saffron-Infused Goat Milk Soap||,Goat Milk Soap,Saffron Goat Milk Soap,2026-02-15,2,227.42,0.00,8.85,454.84,,0,0
B0BNBLMNDJ,"NaturaCare Rice Goat Milk Soap-100g Extra virgin olive oil, Farm fresh goat milk, Coconut oil ||100% Natural Ingredients for Radiant Skin ||",Goat Milk Soap,Goat Milk Soap,2026-02-15,2,239.75,0.00,9.70,479.50,,0,0
B0BT7ZQ82C,NaturaCare Natural Vitamin C Foaming Face Wash Revitalize Your Skin with Antioxidant-Rich Formula|150ml,Face Wash,Vitamin C Foaming Face,2026-02-15,1,479.50,0.00,11.85,479.50,,0,0
B0BTLXHXT8,NaturaCare Naturals Goat Milk Redwine Soap Bar-100g ||Pamper Your Skin with Antioxidant Rich Cleansing||,Goat Milk Soap,Goat Milk Redwine,2026-02-15,2,239.75,0.00,9.70,479.50,,0,0
B0BTMVGS6Y,"NaturaCare Natural Donkey Milk French clay soap-100g, Luxury Natural Donkey Milk & French Green Clay Soap for Hydrated & Radiant Skin",Goat Milk Soap,Donkey Milk French Clay Soap,2026-02-15,1,342.50,0.00,9.70,342.50,,0,0
B0BTMWK5WX,"NaturaCare Natural Donkey Milk Brazilian clay soap-100g ||Revitalize Your Skin with our Natural Donkey Milk Brazilian Clay Soap - Nourishing, Moisturizing, and Detoxifying||",Goat Milk Soap,Donkey Milk Brazilian Clay Soap,2026-02-15,1,342.50,0.00,9.70,342.50,,0,0
B0BTPLBWBQ,NaturaCare Natural Saffron Moisturizing Cream All Natural Nourishment|-50g,skin glow and tan,Moisturizers,2026-02-15,2,455.53,0.00,12.22,911.05,,0,0
B0BTQSV8SP,"NaturaCare Natural Charcoal Neem Brush (Large, 1) ||Toothbrush - Infused with Activated Charcoal and Neem Extract for Optimal Oral Health and Whitening||",Body care,Charcoal Neem Brush,2026-02-15,1,205.50,0.00,9.70,205.50,,0,0
B0BTSPHMQ7,NaturaCare Natural Neem wood comb || Healthy Hair and Scalp - Durable and Eco-Friendly Grooming Solution||,Hair Care,Comb,2026-02-15,1,205.50,0.00,9.70,205.50,,0,0
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-02-15,90,706.58,0.00,45.76,51580.50,,0,0
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-02-15,11,383.60,0.00,8.11,3452.40,,0,0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-02-15,16,609.65,0.00,22.19,7925.45,,0,0
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-02-15,59,476.26,0.00,14.10,22860.57,,0,0
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-02-15,10,548.00,0.00,15.32,4384.00,,0,0
B0DSJP1TZ8,"NaturaCare All NATURALS Milky Glow Niacinamide Sunscreen Drops SPF 50 | Lightweight, Hydrating, & Non-Greasy | Broad-Spectrum UVA/UV",skin glow and tan,Sunscreen Drops,2026-02-15,1,683.63,0.00,22.50,683.63,,0,0
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-02-15,7,604.86,0.00,22.54,3629.13,,0,0
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-02-15,6,530.19,0.00,14.74,2650.95,,0,0
B0F6MZ1NRQ,"NaturaCare Anti-Dandruff Shampoo, 100m| Effective Scalp Treatment | Controls Flakes & Itch| Nourishing Formula for Healthy Hair",Hair Shampoos,Anti Dandruff Shampoo,2026-02-15,4,404.15,68.50,6.34,1212.45,,0,0
B0F6N5XPBS,"NaturaCare Naturals Premium Herbal Shampoo | Volumizing, Nourishing & Anti Hair Fall | Paraben & Sulphate Free for All Hair Types | Natural Growth & Scalp Strength | 200 ml",Hair Shampoos,Herbal Shampoo,2026-02-15,4,404.15,0.00,10.28,1212.45,,0,0
