asin,keyword,match_type,date,impressions,clicks,cpc,ad_spend,attributed_sales,attributed_units,acos
LKN-HGOIL-200ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,7,1,8.49,8.49,0.00,0,0.00
LKN-Redensyl serum,advance hair growth serum,EXACT,2026-02-15,472,1,71.09,71.09,0.00,0,0.00
LKN-Redensyl serum,"keyword-group=""category""",TARGETING_EXPRESSION,2026-02-15,344,2,39.33,78.67,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-02-15,291,5,12.55,48.64,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,BROAD,2026-02-15,2,0,12.63,1.58,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals hair serum,EXACT,2026-02-15,11,2,8.87,17.74,0.00,0,0.00
LKN-Redensyl serum,redensyl,PHRASE,2026-02-15,6,2,29.71,59.42,0.00,0,0.00
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,597,5,25.45,101.82,0.00,0,0.00
LKN-Weight-GAIN01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,148,5,20.44,81.76,587.14,1,13.93
LKN-Weight-GAIN01,gainer protein powder,PHRASE,2026-02-15,1,1,9.58,9.58,587.15,1,1.63
LKN-Weight-GAIN01,"keyword-group=""category""",TARGETING_EXPRESSION,2026-02-15,63,1,38.92,38.92,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-02-15,486,4,12.04,34.98,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-02-15,3,0,12.11,1.14,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-02-15,43,18,2.33,34.95,1761.46,4,1.98
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-02-15,7,2,16.20,32.40,0.00,0,0.00
LKN-Weight-GAIN01,laxmi  weight gain powder,EXACT,2026-02-15,2,1,4.64,4.64,0.00,0,0.00
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,9,2,18.58,37.17,0.00,0,0.00
LKN-Weight-GAIN01,weight gain,BROAD,2026-02-15,9,5,29.63,118.52,587.15,1,20.19
LKN-Weight-GAIN01,weight gainer,EXACT,2026-02-15,17,1,39.98,39.98,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-02-15,62,2,40.87,81.73,1174.31,1,6.96
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-02-15,674,17,38.53,539.40,1761.45,4,30.62
MC-Q0EB-BKWT,face wash,BROAD,2026-02-15,1,1,1.55,1.55,0.00,0,0.00
NC-W1A4-6XI4,complements,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,35,0,1.90,0.76,0.00,0,0.00
NC-W1A4-6XI4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,3,0,1.52,0.61,0.00,0,0.00
NC-W1A4-6XI4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,4,0,2.70,0.54,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-02-15,483,5,20.35,78.87,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-02-15,3,0,20.49,2.56,0.00,0,0.00
Slim01,ayurvedic weight loss powder,PHRASE,2026-02-15,2,1,31.00,31.00,0.00,0,0.00
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,2128,53,29.90,1285.57,1370.00,2,93.84
Slim01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,229,1,7.15,7.15,0.00,0,0.00
Slim01,"keyword-group=""category""",TARGETING_EXPRESSION,2026-02-15,910,14,31.65,348.17,0.00,0,0.00
Slim01,naturacare naturals,BROAD,2026-02-15,1,0,8.55,2.67,0.00,0,0.00
Slim01,naturacare naturals,PHRASE,2026-02-15,247,12,8.49,82.27,685.00,1,12.01
Slim01,naturacare products,PHRASE,2026-02-15,9,1,6.77,6.77,0.00,0,0.00
Slim01,naturacare weight loss powder,BROAD,2026-02-15,321,85,7.12,491.39,8905.00,16,5.52
Slim01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,21,5,10.86,43.44,0.00,0,0.00
Slim01,meal replacement shakes for weight loss,PHRASE,2026-02-15,111,1,45.99,45.99,0.00,0,0.00
Slim01,natural weight loss powder,PHRASE,2026-02-15,519,215,9.59,1678.20,32782.24,53,5.12
Slim01,protein powder for weight loss,PHRASE,2026-02-15,381,2,25.06,50.13,0.00,0,0.00
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,71,2,7.68,15.36,0.00,0,0.00
Slim01,weight loss powder,PHRASE,2026-02-15,103,22,12.13,218.36,2055.00,4,10.63
Slim01,weight loss products,BROAD,2026-02-15,198,4,34.45,103.34,0.00,0,0.00
Slim01,weight loss supplement,PHRASE,2026-02-15,1,1,41.10,41.10,0.00,0,0.00
sunscreendrops50ml,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,36,1,13.13,15.00,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,PHRASE,2026-02-15,375,4,13.04,37.91,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,BROAD,2026-02-15,2,0,13.13,1.23,0.00,0,0.00
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,4,1,10.10,8.66,0.00,0,0.00
WT-U58E-RPQB,complements,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,6,2,4.47,7.15,0.00,0,0.00
WT-U58E-RPQB,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,1,2,3.57,5.71,0.00,0,0.00
WT-U58E-RPQB,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,1,1,6.35,5.08,0.00,0,0.00
XA-UIID-K1KF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,26,2,9.08,16.76,0.00,0,0.00
XA-UIID-K1KF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,7,1,10.94,12.62,0.00,0,0.00
YF-QA0C-YDO2,complements,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,19,1,13.12,8.07,0.00,0,0.00
YF-QA0C-YDO2,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-15,5,0,15.81,6.08,0.00,0,0.00
09-NY8V-51DZ,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,1,0,6.03,1.34,0.00,0,0.00
09-NY8V-51DZ,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,5,1,20.08,15.62,0.00,0,0.00
2V-LWYR-38TF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,24,1,13.26,11.05,0.00,0,0.00
2V-LWYR-38TF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,1,0,7.01,1.17,0.00,0,0.00
54-N90S-Z2EK,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,285,9,17.26,125.56,823.42,2,15.25
54-N90S-Z2EK,herbal bathing powder,BROAD,2026-02-16,5,1,14.84,14.84,0.00,0,0.00
54-N90S-Z2EK,naturacare naturals,BROAD,2026-02-16,1,1,12.90,9.90,0.00,0,0.00
54-N90S-Z2EK,naturacare naturals,PHRASE,2026-02-16,3376,58,17.66,834.30,5948.29,11,14.03
54-N90S-Z2EK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,298,19,8.50,129.75,243.11,1,53.37
54-N90S-Z2EK,nalangu maavu,PHRASE,2026-02-16,167,17,11.14,155.96,1549.96,4,10.06
54-N90S-Z2EK,nalangu maavu powder,PHRASE,2026-02-16,642,17,20.48,286.67,1033.31,1,27.74
54-N90S-Z2EK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,496,12,6.08,57.45,488.69,1,11.76
54-N90S-Z2EK,sunnipindi powder for women,EXACT,2026-02-16,161,1,33.70,33.70,0.00,0,0.00
54-N90S-Z2EK,sunnipindi powder for women,PHRASE,2026-02-16,2,1,37.63,37.63,0.00,0,0.00
6A-X1F7-F5Q6,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,38,1,12.74,12.74,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,BROAD,2026-02-16,0,0,8.79,1.97,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,PHRASE,2026-02-16,1214,17,12.03,165.77,516.65,1,32.09
6A-X1F7-F5Q6,saffron gel,PHRASE,2026-02-16,1,1,14.97,14.97,0.00,0,0.00
6Z-V54C-G5K5,naturacare naturals,BROAD,2026-02-16,0,0,16.76,1.88,0.00,0,0.00
6Z-V54C-G5K5,naturacare naturals,PHRASE,2026-02-16,819,8,22.95,158.10,0.00,0,0.00
abcmalt-200g,abc malt powder,PHRASE,2026-02-16,1022,25,11.36,227.17,1171.68,2,19.39
abcmalt-200g,abc milk mix,EXACT,2026-02-16,1079,2,41.07,82.13,0.00,0,0.00
abcmalt-200g,abc milk mix,PHRASE,2026-02-16,369,1,23.06,23.06,0.00,0,0.00
abcmalt-200g,abc milk mix powder,PHRASE,2026-02-16,429,2,20.78,41.55,0.00,0,0.00
abcmalt-200g,abc powder for drinking,EXACT,2026-02-16,643,6,30.87,154.34,685.00,1,22.53
abcmalt-200g,apple beetroot carrot powder,EXACT,2026-02-16,416,4,32.24,96.71,0.00,0,0.00
abcmalt-200g,beetroot powder for drinking,EXACT,2026-02-16,504,1,39.47,39.47,0.00,0,0.00
abcmalt-200g,carrot powder,EXACT,2026-02-16,23,1,13.48,13.48,0.00,0,0.00
abcmalt-200g,naturacare naturals,BROAD,2026-02-16,0,0,13.13,2.52,0.00,0,0.00
abcmalt-200g,naturacare naturals,PHRASE,2026-02-16,1059,15,17.99,212.39,3363.64,7,6.31
abcmalt-200g,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,4,2,8.45,16.89,0.00,0,0.00
B0-BVJJ-KPBN,herbal shampoo,EXACT,2026-02-16,309,2,39.91,79.83,0.00,0,0.00
B0-BVJJ-KPBN,herbal shampoo,PHRASE,2026-02-16,594,9,23.92,167.41,384.92,1,43.49
B0-BVJJ-KPBN,naturacare naturals,PHRASE,2026-02-16,828,10,12.37,97.42,1572.24,5,6.20
B0-BVJJ-KPBN,naturacare naturals,BROAD,2026-02-16,0,0,9.04,1.16,0.00,0,0.00
B0-BVJJ-KPBN,paraben free shampoo,PHRASE,2026-02-16,82,1,30.14,30.14,0.00,0,0.00
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,125,3,35.24,96.11,926.51,2,10.37
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-02-16,1913,12,14.11,138.82,750.24,2,18.50
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-02-16,0,0,10.30,1.65,0.00,0,0.00
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,131,7,17.34,99.32,273.55,1,36.31
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,218,4,12.40,43.97,549.87,1,8.00
FR-PG20-IO18,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,2,1,3.73,2.49,0.00,0,0.00
FR-PG20-IO18,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,9,3,12.43,29.01,0.00,0,0.00
HD001,ayurvedic hair colour,PHRASE,2026-02-16,2,1,23.77,23.77,0.00,0,0.00
HD001,black henna powder organic for hair,PHRASE,2026-02-16,53,1,31.11,31.11,0.00,0,0.00
HD001,black henna powder organic for hair,EXACT,2026-02-16,486,7,46.38,278.26,0.00,0,0.00
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,21,7,11.78,70.65,1324.35,4,5.33
HD001,complements,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,4,1,13.70,13.70,0.00,0,0.00
HD001,green henna powder for hair,EXACT,2026-02-16,20,1,54.54,54.54,0.00,0,0.00
HD001,hair colour black,EXACT,2026-02-16,353,1,26.24,26.24,0.00,0,0.00
HD001,hair dye,EXACT,2026-02-16,25,1,14.69,14.69,456.66,1,3.22
HD001,henna hair dye,BROAD,2026-02-16,17,5,2.36,9.44,913.35,2,1.03
HD001,henna powder for hair colour,PHRASE,2026-02-16,109,1,28.78,28.78,0.00,0,0.00
HD001,"keyword-group=""category""",TARGETING_EXPRESSION,2026-02-16,1,1,27.58,27.58,0.00,0,0.00
HD001,naturacare hair,PHRASE,2026-02-16,156,15,11.20,134.45,0.00,0,0.00
HD001,naturacare naturals,BROAD,2026-02-16,0,0,4.51,0.29,0.00,0,0.00
HD001,naturacare naturals,PHRASE,2026-02-16,404,5,6.17,24.29,0.00,0,0.00
HD001,naturacare naturals hair dye,EXACT,2026-02-16,239,53,5.40,232.02,5375.66,14,4.32
HD001,laxmi  natural hair dye,EXACT,2026-02-16,5,1,3.89,3.89,0.00,0,0.00
HD001,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,1,1,1.78,1.78,0.00,0,0.00
HD001,mehandi powder for hair,PHRASE,2026-02-16,1,1,30.47,30.47,0.00,0,0.00
HD001,natural hair color,PHRASE,2026-02-16,74,2,36.10,72.20,0.00,0,0.00
HD001,natural hair dye,BROAD,2026-02-16,103,5,15.10,60.39,0.00,0,0.00
HD001,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,193,20,15.51,248.18,0.00,0,0.00
LH-QRXG-BC86,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,9,4,12.27,40.91,0.00,0,0.00
LH-QRXG-BC86,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,0,1,6.49,4.33,0.00,0,0.00
LKN-AS-02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,21,4,11.43,34.29,865.05,2,3.96
LKN-Gummies01,biotin gummies,PHRASE,2026-02-16,6,2,31.85,63.69,0.00,0,0.00
LKN-Gummies01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,1181,5,20.58,82.34,0.00,0,0.00
LKN-Gummies01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,205,7,13.95,83.72,226.41,1,36.98
LKN-Gummies01,gummies for hair growth,EXACT,2026-02-16,470,2,61.01,122.03,0.00,0,0.00
LKN-Gummies01,naturacare hair gummies,EXACT,2026-02-16,9,4,16.14,48.43,580.61,1,8.34
LKN-Gummies01,naturacare naturals gummies,PHRASE,2026-02-16,7,2,67.27,134.55,0.00,0,0.00
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,85,6,19.01,95.06,0.00,0,0.00
LKN-HGOIL-200ML,ayurvedic hair oil,EXACT,2026-02-16,3244,1,51.48,51.48,0.00,0,0.00
LKN-HGOIL-200ML,best hair oil,PHRASE,2026-02-16,365,2,30.66,61.32,0.00,0,0.00
LKN-HGOIL-200ML,hair oil,BROAD,2026-02-16,1,1,16.74,16.74,521.92,1,3.21
LKN-HGOIL-200ML,"keyword-group=""category""",TARGETING_EXPRESSION,2026-02-16,1063,7,27.85,167.11,0.00,0,0.00
LKN-HGOIL-200ML,naturacare hair,PHRASE,2026-02-16,2,1,23.50,23.50,0.00,0,0.00
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-02-16,57,14,3.98,43.81,1502.41,4,2.92
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-02-16,62,1,15.76,16.27,0.00,0,0.00
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-02-16,720,2,20.17,39.70,880.72,2,4.51
LKN-HGOIL-200ML,naturacare oil,PHRASE,2026-02-16,2,1,1.78,1.78,0.00,0,0.00
LKN-Redensyl serum,hair serum for women,PHRASE,2026-02-16,2,1,24.28,24.28,0.00,0,0.00
LKN-Redensyl serum,"keyword-group=""category""",TARGETING_EXPRESSION,2026-02-16,4,1,40.62,40.62,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,BROAD,2026-02-16,0,0,16.85,1.35,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-02-16,291,6,23.08,113.54,0.00,0,0.00
LKN-Redensyl serum,redensyl,PHRASE,2026-02-16,1,1,33.25,33.25,0.00,0,0.00
LKN-Redensyl serum,serum for hair fall,PHRASE,2026-02-16,12,1,57.91,57.91,0.00,0,0.00
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,846,7,26.39,158.36,0.00,0,0.00
LKN-Weight-GAIN01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,18,1,26.98,26.98,0.00,0,0.00
LKN-Weight-GAIN01,"keyword-group=""category""",TARGETING_EXPRESSION,2026-02-16,133,7,30.32,181.91,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-02-16,0,0,2.17,0.17,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-02-16,442,6,2.97,14.60,587.15,1,2.49
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-02-16,36,20,2.65,42.35,5382.24,7,0.79
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-02-16,10,5,5.46,21.84,587.15,1,3.72
LKN-Weight-GAIN01,laxmi  weight gain powder,EXACT,2026-02-16,1,1,3.15,3.15,587.14,1,0.54
LKN-Weight-GAIN01,weight gain,BROAD,2026-02-16,311,5,18.46,73.86,587.15,1,12.58
LKN-Weight-GAIN01,weight gainer for man,EXACT,2026-02-16,173,1,47.98,47.98,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-02-16,54,1,36.28,36.28,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-02-16,1197,28,37.08,852.91,587.15,1,145.26
NC-W1A4-6XI4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,22,3,10.13,22.80,0.00,0,0.00
NC-W1A4-6XI4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,3,1,8.92,6.69,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-02-16,0,0,9.51,0.30,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-02-16,473,2,13.03,25.64,0.00,0,0.00
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,3140,69,24.16,1353.19,3830.20,9,35.33
Slim01,fat burner,BROAD,2026-02-16,260,7,33.01,198.05,0.00,0,0.00
Slim01,"keyword-group=""category""",TARGETING_EXPRESSION,2026-02-16,865,12,36.85,368.52,0.00,0,0.00
Slim01,naturacare naturals,PHRASE,2026-02-16,168,8,11.17,76.96,2403.31,5,3.20
Slim01,naturacare naturals,BROAD,2026-02-16,0,0,8.16,0.91,0.00,0,0.00
Slim01,naturacare naturals weight loss powder,EXACT,2026-02-16,22,1,2.82,2.82,0.00,0,0.00
Slim01,naturacare weight loss powder,BROAD,2026-02-16,415,103,7.17,601.94,11547.14,20,5.21
Slim01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,17,14,7.97,87.65,685.00,1,12.80
Slim01,natural weight loss powder,PHRASE,2026-02-16,685,256,8.65,1799.45,31510.04,52,5.71
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,5,1,5.33,5.33,0.00,0,0.00
Slim01,weight loss powder,BROAD,2026-02-16,7,1,10.15,10.15,0.00,0,0.00
Slim01,weight loss powder,PHRASE,2026-02-16,89,18,15.30,229.46,1337.39,2,17.16
Slim01,weight loss products,BROAD,2026-02-16,1,1,6.26,6.26,0.00,0,0.00
sunscreendrops50ml,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,89,7,5.70,33.25,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,PHRASE,2026-02-16,442,1,9.65,9.49,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,BROAD,2026-02-16,0,0,7.04,0.11,0.00,0,0.00
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,3,1,3.02,3.52,579.35,1,0.61
WT-U58E-RPQB,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,5,1,6.00,4.50,0.00,0,0.00
WT-U58E-RPQB,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,1,0,5.28,1.32,0.00,0,0.00
XA-UIID-K1KF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,1,1,2.85,1.90,0.00,0,0.00
XA-UIID-K1KF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,4,3,9.47,22.10,0.00,0,0.00
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,1,1,1.11,0.49,0.00,0,0.00
YF-QA0C-YDO2,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-16,7,2,3.68,5.73,0.00,0,0.00
09-NY8V-51DZ,complements,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,12,2,13.34,20.00,0.00,0,0.00
09-NY8V-51DZ,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,27,3,13.95,34.86,0.00,0,0.00
2V-LWYR-38TF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,1,1,9.16,6.10,0.00,0,0.00
2V-LWYR-38TF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,0,0,16.50,5.50,0.00,0,0.00
54-N90S-Z2EK,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,481,4,24.03,76.53,0.00,0,0.00
54-N90S-Z2EK,kuliyal podi bath powder,EXACT,2026-02-17,17,1,52.62,52.62,0.00,0,0.00
54-N90S-Z2EK,kuliyal podi bath powder,PHRASE,2026-02-17,26,1,37.40,37.40,0.00,0,0.00
54-N90S-Z2EK,naturacare naturals,BROAD,2026-02-17,1,0,6.42,2.36,0.00,0,0.00
54-N90S-Z2EK,naturacare naturals,PHRASE,2026-02-17,3291,56,16.53,754.36,3490.24,5,21.61
54-N90S-Z2EK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,337,37,11.05,334.51,1228.55,2,27.23
54-N90S-Z2EK,nalangu maavu,PHRASE,2026-02-17,164,21,13.72,233.19,981.06,2,23.77
54-N90S-Z2EK,nalangu maavu powder,PHRASE,2026-02-17,935,22,24.42,439.51,1033.31,2,42.53
54-N90S-Z2EK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,386,12,6.03,57.58,489.76,1,11.76
54-N90S-Z2EK,sunnipindi powder for women,EXACT,2026-02-17,198,5,32.87,131.47,0.00,0,0.00
6A-X1F7-F5Q6,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,32,1,1.78,1.78,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,BROAD,2026-02-17,0,0,4.73,0.42,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,PHRASE,2026-02-17,901,13,12.19,132.99,1133.20,4,11.74
6A-X1F7-F5Q6,naturacare saffron night gel,BROAD,2026-02-17,2,1,5.73,5.73,0.00,0,0.00
6A-X1F7-F5Q6,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,21,9,8.37,58.57,1143.59,2,5.12
6A-X1F7-F5Q6,saffron cream,PHRASE,2026-02-17,261,2,6.56,13.12,0.00,0,0.00
6Z-V54C-G5K5,naturacare naturals,PHRASE,2026-02-17,963,4,9.72,28.94,0.00,0,0.00
6Z-V54C-G5K5,naturacare naturals,BROAD,2026-02-17,0,0,3.78,0.09,0.00,0,0.00
abcmalt-200g,abc drink powder,EXACT,2026-02-17,711,1,44.72,44.72,0.00,0,0.00
abcmalt-200g,abc malt powder,PHRASE,2026-02-17,1090,37,11.33,339.87,527.12,1,64.48
abcmalt-200g,abc powder for drinking,EXACT,2026-02-17,1059,9,26.04,182.31,0.00,0,0.00
abcmalt-200g,apple beetroot carrot powder,PHRASE,2026-02-17,9,1,21.18,21.18,0.00,0,0.00
abcmalt-200g,carrot powder,PHRASE,2026-02-17,6,1,18.51,18.51,0.00,0,0.00
abcmalt-200g,naturacare naturals,BROAD,2026-02-17,0,0,6.84,0.16,0.00,0,0.00
abcmalt-200g,naturacare naturals,PHRASE,2026-02-17,967,4,17.59,52.36,585.84,1,8.94
abcmalt-200g,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,32,5,6.45,25.78,0.00,0,0.00
B0-BVJJ-KPBN,herbal shampoo,PHRASE,2026-02-17,2,1,32.25,32.25,0.00,0,0.00
B0-BVJJ-KPBN,herbal shampoo,EXACT,2026-02-17,234,2,40.81,81.62,0.00,0,0.00
B0-BVJJ-KPBN,naturacare naturals,BROAD,2026-02-17,0,0,6.95,0.61,0.00,0,0.00
B0-BVJJ-KPBN,naturacare naturals,PHRASE,2026-02-17,764,13,17.88,195.09,516.65,1,37.76
B0-BVJJ-KPBN,natural hair shampoo,PHRASE,2026-02-17,1,1,4.41,4.41,0.00,0,0.00
B0-BVJJ-KPBN,shampoo,PHRASE,2026-02-17,5,1,6.84,6.84,0.00,0,0.00
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,277,1,26.89,21.91,0.00,0,0.00
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-02-17,1696,10,16.96,134.61,730.65,1,18.42
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-02-17,1,0,6.59,0.42,0.00,0,0.00
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,194,10,12.37,95.77,489.76,1,19.55
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,222,3,6.74,16.48,195.24,0,8.44
FR-PG20-IO18,complements,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,15,1,11.33,12.75,0.00,0,0.00
FR-PG20-IO18,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,36,2,11.85,22.22,522.46,1,4.25
HD001,black henna powder organic for hair,PHRASE,2026-02-17,54,2,30.87,61.73,0.00,0,0.00
HD001,black henna powder organic for hair,EXACT,2026-02-17,471,6,47.39,236.93,0.00,0,0.00
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,172,12,6.47,64.66,913.35,2,7.08
HD001,henna hair dye,BROAD,2026-02-17,6,2,12.04,24.07,456.68,1,5.27
HD001,naturacare hair,PHRASE,2026-02-17,20,9,4.57,31.98,1369.99,1,2.33
HD001,naturacare naturals,BROAD,2026-02-17,0,0,2.40,0.23,0.00,0,0.00
HD001,naturacare naturals,PHRASE,2026-02-17,391,15,6.18,73.54,1370.03,4,5.37
HD001,naturacare naturals hair dye,EXACT,2026-02-17,205,55,5.78,259.94,2740.04,7,9.49
HD001,laxmi  natural hair dye,EXACT,2026-02-17,10,5,4.61,18.44,456.68,1,4.04
HD001,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,1,1,13.00,13.00,0.00,0,0.00
HD001,natural hair color,PHRASE,2026-02-17,208,2,36.59,73.17,0.00,0,0.00
HD001,natural hair dye,BROAD,2026-02-17,12,1,5.77,5.77,0.00,0,0.00
HD001,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,97,7,20.12,120.74,0.00,0,0.00
LH-QRXG-BC86,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,0,1,4.94,3.29,0.00,0,0.00
LH-QRXG-BC86,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-02-17,0,0,8.90,2.97,0.00,0,0.00
